START,END,FACILITY,TESTED,POSITIVE,NEGATIVE,PENDING,DECEASED,RECOVERED
2020-08-24,2020-08-25,GOWANDA,0,0,0,0,0,0
2020-08-24,2020-08-25,GREAT MEADOW,0,0,0,0,0,0
2020-08-24,2020-08-25,GREEN HAVEN,0,0,0,0,0,0
2020-08-24,2020-08-25,GREENE,0,0,0,0,0,0
2020-08-24,2020-08-25,GROVELAND,0,0,0,0,0,0
2020-08-24,2020-08-25,HALE CREEK,0,0,0,0,0,0
2020-08-24,2020-08-25,HUDSON,0,0,0,0,0,0
2020-08-24,2020-08-25,LAKEVIEW,0,0,0,0,0,0
2020-08-24,2020-08-25,MARCY,0,0,0,0,0,0
2020-08-24,2020-08-25,MIDSTATE,0,0,0,0,0,0
2020-08-24,2020-08-25,MOHAWK,1,0,1,0,0,0
2020-08-24,2020-08-25,MORIAH,0,0,0,0,0,0
2020-08-24,2020-08-25,OGDENSBURG,0,0,0,0,0,0
2020-08-24,2020-08-25,ORLEANS,0,0,1,-1,0,0
2020-08-24,2020-08-25,OTISVILLE,0,0,0,0,0,0
2020-08-24,2020-08-25,QUEENSBORO,0,0,0,0,0,0
2020-08-24,2020-08-25,RIVERVIEW,4,0,0,4,0,0
2020-08-24,2020-08-25,ROCHESTER,0,0,0,0,0,0
2020-08-24,2020-08-25,SHAWANGUNK,0,0,0,0,0,0
2020-08-24,2020-08-25,SING SING,0,0,0,0,0,0
2020-08-24,2020-08-25,SOUTHPORT,0,0,0,0,0,0
2020-08-24,2020-08-25,SULLIVAN,0,0,0,0,0,0
2020-08-24,2020-08-25,TACONIC,0,0,0,0,0,0
2020-08-24,2020-08-25,ULSTER,0,0,0,0,0,0
2020-08-24,2020-08-25,UPSTATE,0,0,1,-1,0,0
2020-08-24,2020-08-25,WALLKILL,0,0,0,0,0,0
2020-08-24,2020-08-25,WASHINGTON,1,0,1,0,0,0
2020-08-24,2020-08-25,WATERTOWN,0,0,0,0,0,0
2020-08-24,2020-08-25,WENDE,0,0,0,0,0,0
2020-08-24,2020-08-25,WILLARD,0,0,0,0,0,0
2020-08-24,2020-08-25,WOODBOURNE,0,0,0,0,0,0
2020-08-24,2020-08-25,WYOMING,0,0,0,0,0,0
2020-08-23,2020-08-24,DOCCS,13,0,33,-20,0,0
2020-08-23,2020-08-24,ADIRONDACK,0,0,0,0,0,0
2020-08-23,2020-08-24,ALBION,0,0,0,0,0,0
2020-08-23,2020-08-24,ALTONA,0,0,0,0,0,0
2020-08-23,2020-08-24,ATTICA,0,0,0,0,0,0
2020-08-23,2020-08-24,AUBURN,0,0,1,-1,0,0
2020-08-23,2020-08-24,BARE HILL,0,0,0,0,0,0
2020-08-23,2020-08-24,BEDFORD HILL,0,0,0,0,0,0
2020-08-23,2020-08-24,CAPE VINCENT,0,0,0,0,0,0
2020-08-23,2020-08-24,CAYUGA,0,0,0,0,0,0
2020-08-23,2020-08-24,CLINTON,2,0,2,0,0,0
2020-08-23,2020-08-24,COLLINS,0,0,0,0,0,0
2020-08-23,2020-08-24,COXSACKIE,0,0,0,0,0,0
2020-08-23,2020-08-24,DOWNSTATE,9,0,9,0,0,0
2020-08-23,2020-08-24,EASTERN,0,0,0,0,0,0
2020-08-23,2020-08-24,EDGECOMBE,0,0,0,0,0,0
2020-08-23,2020-08-24,ELMIRA,0,0,0,0,0,0
2020-08-23,2020-08-24,FISHKILL,0,0,0,0,0,0
2020-08-23,2020-08-24,FIVE POINTS,0,0,0,0,0,0
2020-08-23,2020-08-24,FRANKLIN,0,0,0,0,0,0
2020-08-23,2020-08-24,GOUVERNEUR,0,0,0,0,0,0
2020-08-23,2020-08-24,GOWANDA,0,0,0,0,0,0
2020-08-23,2020-08-24,GREAT MEADOW,0,0,0,0,0,0
2020-08-23,2020-08-24,GREEN HAVEN,0,0,0,0,0,0
2020-08-23,2020-08-24,GREENE,0,0,0,0,0,0
2020-08-23,2020-08-24,GROVELAND,1,0,0,1,0,0
2020-08-23,2020-08-24,HALE CREEK,0,0,0,0,0,0
2020-08-23,2020-08-24,HUDSON,0,0,0,0,0,0
2020-08-23,2020-08-24,LAKEVIEW,0,0,0,0,0,0
2020-08-23,2020-08-24,MARCY,0,0,0,0,0,0
2020-08-23,2020-08-24,MIDSTATE,0,0,0,0,0,0
2020-08-23,2020-08-24,MOHAWK,0,0,21,-21,0,0
2020-08-23,2020-08-24,MORIAH,0,0,0,0,0,0
2020-08-23,2020-08-24,OGDENSBURG,0,0,0,0,0,0
2020-08-23,2020-08-24,ORLEANS,1,0,0,1,0,0
2020-08-23,2020-08-24,OTISVILLE,0,0,0,0,0,0
2020-08-23,2020-08-24,QUEENSBORO,0,0,0,0,0,0
2020-08-23,2020-08-24,RIVERVIEW,0,0,0,0,0,0
2020-08-23,2020-08-24,ROCHESTER,0,0,0,0,0,0
2020-08-23,2020-08-24,SHAWANGUNK,0,0,0,0,0,0
2020-08-23,2020-08-24,SING SING,0,0,0,0,0,0
2020-08-23,2020-08-24,SOUTHPORT,0,0,0,0,0,0
2020-08-23,2020-08-24,SULLIVAN,0,0,0,0,0,0
2020-08-23,2020-08-24,TACONIC,0,0,0,0,0,0
2020-08-23,2020-08-24,ULSTER,0,0,0,0,0,0
2020-08-23,2020-08-24,UPSTATE,0,0,0,0,0,0
2020-08-23,2020-08-24,WALLKILL,0,0,0,0,0,0
2020-08-23,2020-08-24,WASHINGTON,0,0,0,0,0,0
2020-08-23,2020-08-24,WATERTOWN,0,0,0,0,0,0
2020-08-23,2020-08-24,WENDE,0,0,0,0,0,0
2020-08-23,2020-08-24,WILLARD,0,0,0,0,0,0
2020-08-23,2020-08-24,WOODBOURNE,0,0,0,0,0,0
2020-08-23,2020-08-24,WYOMING,0,0,0,0,0,0
2020-08-22,2020-08-23,DOCCS,0,0,0,0,0,0
2020-08-22,2020-08-23,ADIRONDACK,0,0,0,0,0,0
2020-08-22,2020-08-23,ALBION,0,0,0,0,0,0
2020-08-22,2020-08-23,ALTONA,0,0,0,0,0,0
2020-08-22,2020-08-23,ATTICA,0,0,0,0,0,0
2020-08-22,2020-08-23,AUBURN,0,0,0,0,0,0
2020-08-22,2020-08-23,BARE HILL,0,0,0,0,0,0
2020-08-22,2020-08-23,BEDFORD HILL,0,0,0,0,0,0
2020-08-22,2020-08-23,CAPE VINCENT,0,0,0,0,0,0
2020-08-22,2020-08-23,CAYUGA,0,0,0,0,0,0
2020-08-22,2020-08-23,CLINTON,0,0,0,0,0,0
2020-08-22,2020-08-23,COLLINS,0,0,0,0,0,0
2020-08-22,2020-08-23,COXSACKIE,0,0,0,0,0,0
2020-08-22,2020-08-23,DOWNSTATE,0,0,0,0,0,0
2020-08-22,2020-08-23,EASTERN,0,0,0,0,0,0
2020-08-22,2020-08-23,EDGECOMBE,0,0,0,0,0,0
2020-08-22,2020-08-23,ELMIRA,0,0,0,0,0,0
2020-08-22,2020-08-23,FISHKILL,0,0,0,0,0,0
2020-08-22,2020-08-23,FIVE POINTS,0,0,0,0,0,0
2020-08-22,2020-08-23,FRANKLIN,0,0,0,0,0,0
2020-08-22,2020-08-23,GOUVERNEUR,0,0,0,0,0,0
2020-08-22,2020-08-23,GOWANDA,0,0,0,0,0,0
2020-08-22,2020-08-23,GREAT MEADOW,0,0,0,0,0,0
2020-08-22,2020-08-23,GREEN HAVEN,0,0,0,0,0,0
2020-08-22,2020-08-23,GREENE,0,0,0,0,0,0
2020-08-22,2020-08-23,GROVELAND,0,0,0,0,0,0
2020-08-22,2020-08-23,HALE CREEK,0,0,0,0,0,0
2020-08-22,2020-08-23,HUDSON,0,0,0,0,0,0
2020-08-22,2020-08-23,LAKEVIEW,0,0,0,0,0,0
2020-08-22,2020-08-23,MARCY,0,0,0,0,0,0
2020-08-22,2020-08-23,MIDSTATE,0,0,0,0,0,0
2020-08-22,2020-08-23,MOHAWK,0,0,0,0,0,0
2020-08-22,2020-08-23,MORIAH,0,0,0,0,0,0
2020-08-22,2020-08-23,OGDENSBURG,0,0,0,0,0,0
2020-08-22,2020-08-23,ORLEANS,0,0,0,0,0,0
2020-08-22,2020-08-23,OTISVILLE,0,0,0,0,0,0
2020-08-22,2020-08-23,QUEENSBORO,0,0,0,0,0,0
2020-08-22,2020-08-23,RIVERVIEW,0,0,0,0,0,0
2020-08-22,2020-08-23,ROCHESTER,0,0,0,0,0,0
2020-08-22,2020-08-23,SHAWANGUNK,0,0,0,0,0,0
2020-08-22,2020-08-23,SING SING,0,0,0,0,0,0
2020-08-22,2020-08-23,SOUTHPORT,0,0,0,0,0,0
2020-08-22,2020-08-23,SULLIVAN,0,0,0,0,0,0
2020-08-22,2020-08-23,TACONIC,0,0,0,0,0,0
2020-08-22,2020-08-23,ULSTER,0,0,0,0,0,0
2020-08-22,2020-08-23,UPSTATE,0,0,0,0,0,0
2020-08-22,2020-08-23,WALLKILL,0,0,0,0,0,0
2020-08-22,2020-08-23,WASHINGTON,0,0,0,0,0,0
2020-08-22,2020-08-23,WATERTOWN,0,0,0,0,0,0
2020-08-22,2020-08-23,WENDE,0,0,0,0,0,0
2020-08-22,2020-08-23,WILLARD,0,0,0,0,0,0
2020-08-22,2020-08-23,WOODBOURNE,0,0,0,0,0,0
2020-08-22,2020-08-23,WYOMING,0,0,0,0,0,0
2020-08-21,2020-08-22,DOCCS,0,0,0,0,0,0
2020-08-21,2020-08-22,ADIRONDACK,0,0,0,0,0,0
2020-08-21,2020-08-22,ALBION,0,0,0,0,0,0
2020-08-21,2020-08-22,ALTONA,0,0,0,0,0,0
2020-08-21,2020-08-22,ATTICA,0,0,0,0,0,0
2020-08-21,2020-08-22,AUBURN,0,0,0,0,0,0
2020-08-21,2020-08-22,BARE HILL,0,0,0,0,0,0
2020-08-21,2020-08-22,BEDFORD HILL,0,0,0,0,0,0
2020-08-21,2020-08-22,CAPE VINCENT,0,0,0,0,0,0
2020-08-21,2020-08-22,CAYUGA,0,0,0,0,0,0
2020-08-21,2020-08-22,CLINTON,0,0,0,0,0,0
2020-08-21,2020-08-22,COLLINS,0,0,0,0,0,0
2020-08-21,2020-08-22,COXSACKIE,0,0,0,0,0,0
2020-08-21,2020-08-22,DOWNSTATE,0,0,0,0,0,0
2020-08-21,2020-08-22,EASTERN,0,0,0,0,0,0
2020-08-21,2020-08-22,EDGECOMBE,0,0,0,0,0,0
2020-08-21,2020-08-22,ELMIRA,0,0,0,0,0,0
2020-08-21,2020-08-22,FISHKILL,0,0,0,0,0,0
2020-08-21,2020-08-22,FIVE POINTS,0,0,0,0,0,0
2020-08-21,2020-08-22,FRANKLIN,0,0,0,0,0,0
2020-08-21,2020-08-22,GOUVERNEUR,0,0,0,0,0,0
2020-08-21,2020-08-22,GOWANDA,0,0,0,0,0,0
2020-08-21,2020-08-22,GREAT MEADOW,0,0,0,0,0,0
2020-08-21,2020-08-22,GREEN HAVEN,0,0,0,0,0,0
2020-08-21,2020-08-22,GREENE,0,0,0,0,0,0
2020-08-21,2020-08-22,GROVELAND,0,0,0,0,0,0
2020-08-21,2020-08-22,HALE CREEK,0,0,0,0,0,0
2020-08-21,2020-08-22,HUDSON,0,0,0,0,0,0
2020-08-21,2020-08-22,LAKEVIEW,0,0,0,0,0,0
2020-08-21,2020-08-22,MARCY,0,0,0,0,0,0
2020-08-21,2020-08-22,MIDSTATE,0,0,0,0,0,0
2020-08-21,2020-08-22,MOHAWK,0,0,0,0,0,0
2020-08-21,2020-08-22,MORIAH,0,0,0,0,0,0
2020-08-21,2020-08-22,OGDENSBURG,0,0,0,0,0,0
2020-08-21,2020-08-22,ORLEANS,0,0,0,0,0,0
2020-08-21,2020-08-22,OTISVILLE,0,0,0,0,0,0
2020-08-21,2020-08-22,QUEENSBORO,0,0,0,0,0,0
2020-08-21,2020-08-22,RIVERVIEW,0,0,0,0,0,0
2020-08-21,2020-08-22,ROCHESTER,0,0,0,0,0,0
2020-08-21,2020-08-22,SHAWANGUNK,0,0,0,0,0,0
2020-08-21,2020-08-22,SING SING,0,0,0,0,0,0
2020-08-21,2020-08-22,SOUTHPORT,0,0,0,0,0,0
2020-08-21,2020-08-22,SULLIVAN,0,0,0,0,0,0
2020-08-21,2020-08-22,TACONIC,0,0,0,0,0,0
2020-08-21,2020-08-22,ULSTER,0,0,0,0,0,0
2020-08-21,2020-08-22,UPSTATE,0,0,0,0,0,0
2020-08-21,2020-08-22,WALLKILL,0,0,0,0,0,0
2020-08-21,2020-08-22,WASHINGTON,0,0,0,0,0,0
2020-08-21,2020-08-22,WATERTOWN,0,0,0,0,0,0
2020-08-21,2020-08-22,WENDE,0,0,0,0,0,0
2020-08-21,2020-08-22,WILLARD,0,0,0,0,0,0
2020-08-21,2020-08-22,WOODBOURNE,0,0,0,0,0,0
2020-08-21,2020-08-22,WYOMING,0,0,0,0,0,0
2020-08-20,2020-08-21,DOCCS,9,0,7,2,0,0
2020-08-20,2020-08-21,ADIRONDACK,0,0,0,0,0,0
2020-08-20,2020-08-21,ALBION,0,0,0,0,0,0
2020-08-20,2020-08-21,ALTONA,0,0,0,0,0,0
2020-08-20,2020-08-21,ATTICA,0,0,0,0,0,0
2020-08-20,2020-08-21,AUBURN,1,0,0,1,0,0
2020-08-20,2020-08-21,BARE HILL,0,0,0,0,0,0
2020-08-20,2020-08-21,BEDFORD HILL,0,0,0,0,0,0
2020-08-20,2020-08-21,CAPE VINCENT,0,0,0,0,0,0
2020-08-20,2020-08-21,CAYUGA,4,0,4,0,0,0
2020-08-20,2020-08-21,CLINTON,2,0,2,0,0,0
2020-08-20,2020-08-21,COLLINS,0,0,0,0,0,0
2020-08-20,2020-08-21,COXSACKIE,0,0,0,0,0,0
2020-08-20,2020-08-21,DOWNSTATE,0,0,0,0,0,0
2020-08-20,2020-08-21,EASTERN,0,0,0,0,0,0
2020-08-20,2020-08-21,EDGECOMBE,0,0,0,0,0,0
2020-08-20,2020-08-21,ELMIRA,0,0,0,0,0,0
2020-08-20,2020-08-21,FISHKILL,0,0,0,0,0,0
2020-08-20,2020-08-21,FIVE POINTS,0,0,0,0,0,0
2020-08-20,2020-08-21,FRANKLIN,0,0,0,0,0,0
2020-08-20,2020-08-21,GOUVERNEUR,0,0,0,0,0,0
2020-08-20,2020-08-21,GOWANDA,0,0,0,0,0,0
2020-08-20,2020-08-21,GREAT MEADOW,0,0,0,0,0,0
2020-08-20,2020-08-21,GREEN HAVEN,0,0,0,0,0,0
2020-08-20,2020-08-21,GREENE,0,0,0,0,0,0
2020-08-20,2020-08-21,GROVELAND,0,0,0,0,0,0
2020-08-20,2020-08-21,HALE CREEK,0,0,0,0,0,0
2020-08-20,2020-08-21,HUDSON,0,0,0,0,0,0
2020-08-20,2020-08-21,LAKEVIEW,0,0,0,0,0,0
2020-08-20,2020-08-21,MARCY,0,0,0,0,0,0
2020-08-20,2020-08-21,MIDSTATE,0,0,0,0,0,0
2020-08-20,2020-08-21,MOHAWK,1,0,0,1,0,0
2020-08-20,2020-08-21,MORIAH,0,0,0,0,0,0
2020-08-20,2020-08-21,OGDENSBURG,0,0,0,0,0,0
2020-08-20,2020-08-21,ORLEANS,0,0,0,0,0,0
2020-08-20,2020-08-21,OTISVILLE,0,0,0,0,0,0
2020-08-20,2020-08-21,QUEENSBORO,0,0,0,0,0,0
2020-08-20,2020-08-21,RIVERVIEW,0,0,0,0,0,0
2020-08-20,2020-08-21,ROCHESTER,0,0,0,0,0,0
2020-08-20,2020-08-21,SHAWANGUNK,0,0,0,0,0,0
2020-08-20,2020-08-21,SING SING,0,0,0,0,0,0
2020-08-20,2020-08-21,SOUTHPORT,0,0,0,0,0,0
2020-08-20,2020-08-21,SULLIVAN,0,0,0,0,0,0
2020-08-20,2020-08-21,TACONIC,0,0,0,0,0,0
2020-08-20,2020-08-21,ULSTER,0,0,0,0,0,0
2020-08-20,2020-08-21,UPSTATE,0,0,0,0,0,0
2020-08-20,2020-08-21,WALLKILL,0,0,0,0,0,0
2020-08-20,2020-08-21,WASHINGTON,0,0,0,0,0,0
2020-08-20,2020-08-21,WATERTOWN,0,0,0,0,0,0
2020-08-20,2020-08-21,WENDE,0,0,0,0,0,0
2020-08-20,2020-08-21,WILLARD,0,0,0,0,0,0
2020-08-20,2020-08-21,WOODBOURNE,1,0,1,0,0,0
2020-08-20,2020-08-21,WYOMING,0,0,0,0,0,0
2020-08-19,2020-08-20,DOCCS,4,0,21,-17,0,0
2020-08-19,2020-08-20,ADIRONDACK,0,0,2,-2,0,0
2020-08-19,2020-08-20,ALBION,0,0,0,0,0,0
2020-08-19,2020-08-20,ALTONA,0,0,0,0,0,0
2020-08-19,2020-08-20,ATTICA,-1,0,3,-4,0,0
2020-08-19,2020-08-20,AUBURN,0,0,0,0,0,0
2020-08-19,2020-08-20,BARE HILL,0,0,1,-1,0,0
2020-08-19,2020-08-20,BEDFORD HILL,0,0,1,-1,0,0
2020-08-19,2020-08-20,CAPE VINCENT,0,0,0,0,0,0
2020-08-19,2020-08-20,CAYUGA,0,0,0,0,0,0
2020-08-19,2020-08-20,CLINTON,0,0,1,-1,0,0
2020-08-19,2020-08-20,COLLINS,0,0,0,0,0,0
2020-08-19,2020-08-20,COXSACKIE,1,0,0,1,0,0
2020-08-19,2020-08-20,DOWNSTATE,0,0,0,0,0,0
2020-08-19,2020-08-20,EASTERN,0,0,0,0,0,0
2020-08-19,2020-08-20,EDGECOMBE,0,0,0,0,0,0
2020-08-19,2020-08-20,ELMIRA,0,0,0,0,0,0
2020-08-19,2020-08-20,FISHKILL,0,0,0,0,0,0
2020-08-19,2020-08-20,FIVE POINTS,0,0,0,0,0,0
2020-08-19,2020-08-20,FRANKLIN,2,0,1,1,0,0
2020-08-19,2020-08-20,GOUVERNEUR,0,0,0,0,0,0
2020-08-19,2020-08-20,GOWANDA,0,0,1,-1,0,0
2020-08-19,2020-08-20,GREAT MEADOW,0,0,0,0,0,0
2020-08-19,2020-08-20,GREEN HAVEN,0,0,0,0,0,0
2020-08-19,2020-08-20,GREENE,0,0,0,0,0,0
2020-08-19,2020-08-20,GROVELAND,0,0,0,0,0,0
2020-08-19,2020-08-20,HALE CREEK,0,0,0,0,0,0
2020-08-19,2020-08-20,HUDSON,0,0,0,0,0,0
2020-08-19,2020-08-20,LAKEVIEW,0,0,0,0,0,0
2020-08-19,2020-08-20,MARCY,0,0,0,0,0,0
2020-08-19,2020-08-20,MIDSTATE,0,0,0,0,0,0
2020-08-19,2020-08-20,MOHAWK,0,0,0,0,0,0
2020-08-19,2020-08-20,MORIAH,0,0,0,0,0,0
2020-08-19,2020-08-20,OGDENSBURG,0,0,0,0,0,0
2020-08-19,2020-08-20,ORLEANS,0,0,0,0,0,0
2020-08-19,2020-08-20,OTISVILLE,0,0,3,-3,0,0
2020-08-19,2020-08-20,QUEENSBORO,0,0,0,0,0,0
2020-08-19,2020-08-20,RIVERVIEW,0,0,0,0,0,0
2020-08-19,2020-08-20,ROCHESTER,0,0,0,0,0,0
2020-08-19,2020-08-20,SHAWANGUNK,0,0,0,0,0,0
2020-08-19,2020-08-20,SING SING,0,0,5,-5,0,0
2020-08-19,2020-08-20,SOUTHPORT,0,0,0,0,0,0
2020-08-19,2020-08-20,SULLIVAN,0,0,0,0,0,0
2020-08-19,2020-08-20,TACONIC,0,0,0,0,0,0
2020-08-19,2020-08-20,ULSTER,0,0,0,0,0,0
2020-08-19,2020-08-20,UPSTATE,0,0,2,-2,0,0
2020-08-19,2020-08-20,WALLKILL,0,0,0,0,0,0
2020-08-19,2020-08-20,WASHINGTON,0,0,0,0,0,0
2020-08-19,2020-08-20,WATERTOWN,0,0,0,0,0,0
2020-08-19,2020-08-20,WENDE,0,0,0,0,0,0
2020-08-19,2020-08-20,WILLARD,0,0,0,0,0,0
2020-08-19,2020-08-20,WOODBOURNE,1,0,0,1,0,0
2020-08-19,2020-08-20,WYOMING,1,0,1,0,0,0
2020-08-18,2020-08-19,DOCCS,4,0,33,-29,0,2
2020-08-18,2020-08-19,ADIRONDACK,0,0,0,0,0,0
2020-08-18,2020-08-19,ALBION,0,0,0,0,0,0
2020-08-18,2020-08-19,ALTONA,0,0,0,0,0,0
2020-08-18,2020-08-19,ATTICA,0,0,12,-12,0,0
2020-08-18,2020-08-19,AUBURN,0,0,5,-5,0,0
2020-08-18,2020-08-19,BARE HILL,0,0,1,-1,0,0
2020-08-18,2020-08-19,BEDFORD HILL,0,0,0,0,0,0
2020-08-18,2020-08-19,CAPE VINCENT,0,0,0,0,0,0
2020-08-18,2020-08-19,CAYUGA,0,0,1,-1,0,0
2020-08-18,2020-08-19,CLINTON,2,0,1,1,0,0
2020-08-18,2020-08-19,COLLINS,0,0,0,0,0,0
2020-08-18,2020-08-19,COXSACKIE,0,0,0,0,0,0
2020-08-18,2020-08-19,DOWNSTATE,0,0,0,0,0,0
2020-08-18,2020-08-19,EASTERN,0,0,0,0,0,0
2020-08-18,2020-08-19,EDGECOMBE,0,0,0,0,0,0
2020-08-18,2020-08-19,ELMIRA,0,0,0,0,0,0
2020-08-18,2020-08-19,FISHKILL,0,0,0,0,0,1
2020-08-18,2020-08-19,FIVE POINTS,0,0,0,0,0,0
2020-08-18,2020-08-19,FRANKLIN,0,0,0,0,0,0
2020-08-18,2020-08-19,GOUVERNEUR,0,0,0,0,0,0
2020-08-18,2020-08-19,GOWANDA,0,0,0,0,0,0
2020-08-18,2020-08-19,GREAT MEADOW,0,0,0,0,0,0
2020-08-18,2020-08-19,GREEN HAVEN,1,0,1,0,0,0
2020-08-18,2020-08-19,GREENE,0,0,0,0,0,0
2020-08-18,2020-08-19,GROVELAND,0,0,0,0,0,0
2020-08-18,2020-08-19,HALE CREEK,0,0,0,0,0,0
2020-08-18,2020-08-19,HUDSON,0,0,0,0,0,0
2020-08-18,2020-08-19,LAKEVIEW,0,0,0,0,0,0
2020-08-18,2020-08-19,MARCY,0,0,1,-1,0,0
2020-08-18,2020-08-19,MIDSTATE,0,0,0,0,0,0
2020-08-18,2020-08-19,MOHAWK,0,0,1,-1,0,0
2020-08-18,2020-08-19,MORIAH,0,0,0,0,0,0
2020-08-18,2020-08-19,OGDENSBURG,0,0,0,0,0,0
2020-08-18,2020-08-19,ORLEANS,1,0,0,1,0,0
2020-08-18,2020-08-19,OTISVILLE,0,0,0,0,0,0
2020-08-18,2020-08-19,QUEENSBORO,0,0,0,0,0,0
2020-08-18,2020-08-19,RIVERVIEW,0,0,0,0,0,0
2020-08-18,2020-08-19,ROCHESTER,0,0,0,0,0,0
2020-08-18,2020-08-19,SHAWANGUNK,0,0,3,-3,0,0
2020-08-18,2020-08-19,SING SING,0,0,0,0,0,1
2020-08-18,2020-08-19,SOUTHPORT,0,0,0,0,0,0
2020-08-18,2020-08-19,SULLIVAN,0,0,6,-6,0,0
2020-08-18,2020-08-19,TACONIC,0,0,0,0,0,0
2020-08-18,2020-08-19,ULSTER,0,0,0,0,0,0
2020-08-18,2020-08-19,UPSTATE,0,0,-2,2,0,0
2020-08-18,2020-08-19,WALLKILL,0,0,0,0,0,0
2020-08-18,2020-08-19,WASHINGTON,0,0,0,0,0,0
2020-08-18,2020-08-19,WATERTOWN,0,0,0,0,0,0
2020-08-18,2020-08-19,WENDE,0,0,0,0,0,0
2020-08-18,2020-08-19,WILLARD,0,0,0,0,0,0
2020-08-18,2020-08-19,WOODBOURNE,0,0,3,-3,0,0
2020-08-18,2020-08-19,WYOMING,0,0,0,0,0,0
2020-08-17,2020-08-18,DOCCS,-1,0,13,-14,0,0
2020-08-17,2020-08-18,ADIRONDACK,0,0,0,0,0,0
2020-08-17,2020-08-18,ALBION,0,0,0,0,0,0
2020-08-17,2020-08-18,ALTONA,0,0,0,0,0,0
2020-08-17,2020-08-18,ATTICA,0,0,0,0,0,0
2020-08-17,2020-08-18,AUBURN,0,0,0,0,0,0
2020-08-17,2020-08-18,BARE HILL,0,0,0,0,0,0
2020-08-17,2020-08-18,BEDFORD HILL,0,0,0,0,0,0
2020-08-17,2020-08-18,CAPE VINCENT,0,0,0,0,0,0
2020-08-17,2020-08-18,CAYUGA,0,0,0,0,0,0
2020-08-17,2020-08-18,CLINTON,0,0,0,0,0,0
2020-08-17,2020-08-18,COLLINS,0,0,0,0,0,0
2020-08-17,2020-08-18,COXSACKIE,0,0,0,0,0,0
2020-08-17,2020-08-18,DOWNSTATE,0,0,0,0,0,0
2020-08-17,2020-08-18,EASTERN,0,0,5,-5,0,0
2020-08-17,2020-08-18,EDGECOMBE,0,0,0,0,0,0
2020-08-17,2020-08-18,ELMIRA,0,0,0,0,0,0
2020-08-17,2020-08-18,FISHKILL,0,0,0,0,0,0
2020-08-17,2020-08-18,FIVE POINTS,0,0,0,0,0,0
2020-08-17,2020-08-18,FRANKLIN,-1,0,3,-4,0,0
2020-08-17,2020-08-18,GOUVERNEUR,0,0,0,0,0,0
2020-08-17,2020-08-18,GOWANDA,0,0,3,-3,0,0
2020-08-17,2020-08-18,GREAT MEADOW,0,0,0,0,0,0
2020-08-17,2020-08-18,GREEN HAVEN,0,0,2,-2,0,0
2020-08-17,2020-08-18,GREENE,0,0,0,0,0,0
2020-08-17,2020-08-18,GROVELAND,0,0,0,0,0,0
2020-08-17,2020-08-18,HALE CREEK,0,0,0,0,0,0
2020-08-17,2020-08-18,HUDSON,0,0,0,0,0,0
2020-08-17,2020-08-18,LAKEVIEW,0,0,0,0,0,0
2020-08-17,2020-08-18,MARCY,0,0,0,0,0,0
2020-08-17,2020-08-18,MIDSTATE,0,0,0,0,0,0
2020-08-17,2020-08-18,MOHAWK,0,0,0,0,0,0
2020-08-17,2020-08-18,MORIAH,0,0,0,0,0,0
2020-08-17,2020-08-18,OGDENSBURG,0,0,0,0,0,0
2020-08-17,2020-08-18,ORLEANS,0,0,0,0,0,0
2020-08-17,2020-08-18,OTISVILLE,0,0,0,0,0,0
2020-08-17,2020-08-18,QUEENSBORO,0,0,0,0,0,0
2020-08-17,2020-08-18,RIVERVIEW,0,0,0,0,0,0
2020-08-17,2020-08-18,ROCHESTER,0,0,0,0,0,0
2020-08-17,2020-08-18,SHAWANGUNK,0,0,0,0,0,0
2020-08-17,2020-08-18,SING SING,0,0,0,0,0,0
2020-08-17,2020-08-18,SOUTHPORT,0,0,0,0,0,0
2020-08-17,2020-08-18,SULLIVAN,0,0,0,0,0,0
2020-08-17,2020-08-18,TACONIC,0,0,0,0,0,0
2020-08-17,2020-08-18,ULSTER,0,0,0,0,0,0
2020-08-17,2020-08-18,UPSTATE,0,0,0,0,0,0
2020-08-17,2020-08-18,WALLKILL,0,0,0,0,0,0
2020-08-17,2020-08-18,WASHINGTON,0,0,0,0,0,0
2020-08-17,2020-08-18,WATERTOWN,0,0,0,0,0,0
2020-08-17,2020-08-18,WENDE,0,0,0,0,0,0
2020-08-17,2020-08-18,WILLARD,0,0,0,0,0,0
2020-08-17,2020-08-18,WOODBOURNE,0,0,0,0,0,0
2020-08-17,2020-08-18,WYOMING,0,0,0,0,0,0
2020-08-16,2020-08-17,DOCCS,6,0,35,-29,0,14
2020-08-16,2020-08-17,ADIRONDACK,0,0,0,0,0,0
2020-08-16,2020-08-17,ALBION,0,0,0,0,0,0
2020-08-16,2020-08-17,ALTONA,0,0,0,0,0,0
2020-08-16,2020-08-17,ATTICA,0,0,0,0,0,0
2020-08-16,2020-08-17,AUBURN,0,0,-1,1,0,0
2020-08-16,2020-08-17,BARE HILL,0,0,0,0,0,0
2020-08-16,2020-08-17,BEDFORD HILL,0,0,0,0,0,0
2020-08-16,2020-08-17,CAPE VINCENT,0,0,0,0,0,0
2020-08-16,2020-08-17,CAYUGA,0,0,0,0,0,0
2020-08-16,2020-08-17,CLINTON,-1,0,17,-18,0,0
2020-08-16,2020-08-17,COLLINS,0,0,0,0,0,0
2020-08-16,2020-08-17,COXSACKIE,0,0,5,-5,0,0
